Name,Team,Position,Count,Per,numbteams.Freq,posadj,WAR
CHAD LAROSE,CAROLINA HURRICANES,R,1522,0.00327,1,0.001216906,0.74
DAVID JONES,CALGARY FLAMES,R,2763,0.00274,2,0.000686906,0.74
JOSH BAILEY,NEW YORK ISLANDERS,C,3326,0.00312,1,0.000557669,0.74
MARK ARCOBELLO,EDMONTON OILERS,R,1742,0.00312,2,0.001066906,0.74
MATT D'AGOSTINI,BUFFALO SABRES,R,1583,0.00325,4,0.001196906,0.74
STEVE SULLIVAN,NEW JERSEY DEVILS,L,1666,0.00296,2,0.001131328,0.74
WILL ACTON,EDMONTON OILERS,R,552,0.00548,1,0.003426906,0.74
ALEX KOVALEV,FLORIDA PANTHERS,R,683,0.00463,1,0.002576906,0.73
JADEN SCHWARTZ,ST. LOUIS BLUES,C,3046,0.00315,1,0.000587669,0.73
JESSE JOENSUU,EDMONTON OILERS,L,973,0.00366,2,0.001831328,0.73
MARK FAYNE,NEW JERSEY DEVILS,D,2568,-0.00126,2,0.000699181,0.73
BRIAN LEE,TAMPA BAY LIGHTNING,D,1039,-0.00031,1,0.001649181,0.72
CORY SARICH,COLORADO AVALANCHE,D,2960,-0.00139,2,0.000569181,0.72
DAVID DESHARNAIS,MONTREAL CANADIENS,C,5471,0.00287,1,0.000307669,0.72
IAN COLE,ST. LOUIS BLUES,D,1684,-0.00094,1,0.001019181,0.72
TAYLOR BECK,NASHVILLE PREDATORS,L,846,0.00389,2,0.002061328,0.72
TOMAS KOPECKY,FLORIDA PANTHERS,R,3773,0.00251,1,0.000456906,0.72
BRIAN FLYNN,BUFFALO SABRES,C,2235,0.00328,1,0.000717669,0.71
KYLE BRODZIAK,MINNESOTA WILD,C,5288,0.00287,1,0.000307669,0.71
ANDREJ SUSTR,TAMPA BAY LIGHTNING,D,1205,-0.00067,1,0.001289181,0.7
ERIC GELINAS,NEW JERSEY DEVILS,D,1250,-0.00074,2,0.001219181,0.7
PETER HOLLAND,TORONTO MAPLE LEAFS,C,1993,0.00334,2,0.000777669,0.7
ROB KLINKHAMMER,PHOENIX COYOTES,C,2172,0.00328,1,0.000717669,0.7
BROCK NELSON,NEW YORK ISLANDERS,C,1264,0.00373,1,0.001167669,0.69
CAM BARKER,VANCOUVER CANUCKS,D,617,0.00044,1,0.002399181,0.69
COREY POTTER,EDMONTON OILERS,D,2150,-0.00128,1,0.000679181,0.69
MARK BOROWIECKI,OTTAWA SENATORS,D,607,0.00041,1,0.002369181,0.69
PETER REGIN,NEW YORK ISLANDERS,C,2601,0.00312,2,0.000557669,0.69
REILLY SMITH,BOSTON BRUINS,R,2869,0.00257,2,0.000516906,0.69
JARRED TINORDI,MONTREAL CANADIENS,D,520,0.00066,2,0.002619181,0.68
NATHAN GERBE,CAROLINA HURRICANES,C,3294,0.00299,2,0.000427669,0.68
RJ UMBERGER,COLUMBUS BLUE JACKETS,C,3985,0.00291,1,0.000347669,0.68
TEEMU HARTIKAINEN,EDMONTON OILERS,C,777,0.00438,1,0.001817669,0.68
VILLE LEINO,BUFFALO SABRES,L,1255,0.00296,1,0.001131328,0.68
ALEC MARTINEZ,LOS ANGELES KINGS,D,2696,-0.00146,1,0.000499181,0.67
DANIEL CLEARY,DETROIT RED WINGS,R,3560,0.00242,2,0.000366906,0.67
DRAYSON BOWMAN,CAROLINA HURRICANES,L,2568,0.00235,1,0.000521328,0.67
JAKOB SILFVERBERG,ANAHEIM DUCKS,R,3258,0.00245,2,0.000396906,0.67
RAFFI TORRES,SAN JOSE SHARKS,L,1638,0.00263,2,0.000801328,0.67
VICTOR BARTLEY,NASHVILLE PREDATORS,D,2384,-0.00141,1,0.000549181,0.67
BOBBY RYAN,OTTAWA SENATORS,R,4261,0.00235,2,0.000296906,0.66
MIKE WEAVER,FLORIDA PANTHERS,D,3152,-0.00156,1,0.000399181,0.66
DOMINIC MOORE,NEW YORK RANGERS,C,1540,0.00332,1,0.000757669,0.65
MATT GILROY,FLORIDA PANTHERS,D,1035,-0.00087,2,0.001089181,0.65
ROMAN POLAK,ST. LOUIS BLUES,D,3662,-0.00165,1,0.000309181,0.65
JOHAN FRANZEN,DETROIT RED WINGS,C,3228,0.0029,1,0.000337669,0.64
CHRIS VANDEVELDE,PHILADELPHIA FLYERS,C,634,0.00414,2,0.001577669,0.63
DAVID BOOTH,VANCOUVER CANUCKS,L,1409,0.00257,1,0.000741328,0.63
DENNIS WIDEMAN,CALGARY FLAMES,D,5055,-0.00176,2,0.000199181,0.63
JORDAN SCHROEDER,VANCOUVER CANUCKS,C,1589,0.00318,1,0.000617669,0.63
KENT HUSKINS,PHILADELPHIA FLYERS,D,789,-0.00064,2,0.001319181,0.63
MIKE KOMISAREK,CAROLINA HURRICANES,D,566,-0.00021,2,0.001749181,0.63
ADAM CRACKNELL,ST. LOUIS BLUES,R,867,0.00316,1,0.001106906,0.62
J.T. MILLER,NEW YORK RANGERS,C,1955,0.00305,2,0.000487669,0.62
MICHAEL RAFFL,PHILADELPHIA FLYERS,L,995,0.00273,1,0.000901328,0.62
RON HAINSEY,CAROLINA HURRICANES,D,5571,-0.00179,2,0.000169181,0.62
ALEKSANDER BARKOV,FLORIDA PANTHERS,C,2254,0.00294,1,0.000377669,0.61
CALVIN DE HAAN,NEW YORK ISLANDERS,D,1027,-0.00111,1,0.000849181,0.61
KEVAN MILLER,BOSTON BRUINS,D,569,-0.00052,1,0.001439181,0.61
MIKHAIL GRIGORENKO,BUFFALO SABRES,C,1354,0.00318,1,0.000617669,0.61
NICK JOHNSON,BOSTON BRUINS,R,673,0.00328,2,0.001226906,0.61
NIKITA KUCHEROV,TAMPA BAY LIGHTNING,R,737,0.00317,2,0.001116906,0.61
RYAN CALLAHAN,NEW YORK RANGERS,R,4474,0.00224,1,0.000186906,0.61
DARREN HELM,DETROIT RED WINGS,C,902,0.00345,1,0.000887669,0.6
DUSTIN PENNER,ANAHEIM DUCKS,R,2652,0.00236,2,0.000306906,0.6
ANDREW DESJARDINS,SAN JOSE SHARKS,C,3185,0.00277,1,0.000207669,0.59
KYLE TURRIS,OTTAWA SENATORS,C,6591,0.00267,1,0.000107669,0.59
STEVE BEGIN,CALGARY FLAMES,L,1088,0.00247,1,0.000641328,0.59
TIM BRENT,CAROLINA HURRICANES,C,1176,0.00318,1,0.000617669,0.59
TOMMY WINGELS,SAN JOSE SHARKS,C,3538,0.00276,1,0.000197669,0.59
CODY CECI,OTTAWA SENATORS,D,714,-0.00114,1,0.000819181,0.58
DAVID RUNDBLAD,PHOENIX COYOTES,D,738,-0.00112,1,0.000839181,0.58
MARK SCHEIFELE,WINNIPEG JETS,C,2366,0.00283,1,0.000267669,0.58
MATTHEW NIETO,SAN JOSE SHARKS,L,550,0.00301,1,0.001181328,0.58
MILAN HEJDUK,COLORADO AVALANCHE,R,1142,0.00261,1,0.000556906,0.58
RYAN SPOONER,BOSTON BRUINS,C,853,0.00328,1,0.000717669,0.58
COLBY ROBAK,FLORIDA PANTHERS,D,688,-0.00117,1,0.000789181,0.57
DOUGIE HAMILTON,BOSTON BRUINS,D,3799,-0.00181,1,0.000149181,0.57
J.T. BROWN,TAMPA BAY LIGHTNING,R,884,0.00265,1,0.000596906,0.57
PATRICK MAROON,ANAHEIM DUCKS,L,1254,0.00228,1,0.000451328,0.57
RYAN STANTON,VANCOUVER CANUCKS,D,1181,-0.00148,2,0.000479181,0.57
BEAU BENNETT,PITTSBURGH PENGUINS,R,1089,0.00245,1,0.000396906,0.56
AARON JOHNSON,BOSTON BRUINS,D,535,-0.00124,1,0.000719181,0.55
ERIK GUSTAFSSON,PHILADELPHIA FLYERS,D,2427,-0.00181,2,0.000149181,0.55
JON MERRILL,NEW JERSEY DEVILS,D,775,-0.00141,1,0.000549181,0.55
NATE PROSSER,MINNESOTA WILD,D,1382,-0.00169,1,0.000269181,0.55
PATRICK SHARP,CHICAGO BLACKHAWKS,R,3257,0.00218,1,0.000126906,0.55
QUINTON HOWDEN,FLORIDA PANTHERS,C,646,0.00315,1,0.000587669,0.55
SIMON GAGNE,PHILADELPHIA FLYERS,L,1589,0.00206,2,0.000231328,0.55
TYLER TOFFOLI,LOS ANGELES KINGS,C,1367,0.00282,1,0.000257669,0.55
ANDY MCDONALD,ST. LOUIS BLUES,C,1894,0.00273,1,0.000167669,0.54
KYLE WELLWOOD,WINNIPEG JETS,C,1675,0.00273,1,0.000167669,0.54
MIKAEL SAMUELSSON,DETROIT RED WINGS,R,681,0.00248,1,0.000426906,0.54
ALEXEI PONIKAROVSKY,NEW JERSEY DEVILS,L,1597,0.00196,2,0.000131328,0.53
BEN STREET,CALGARY FLAMES,C,711,0.00294,1,0.000377669,0.53
CHRIS HIGGINS,VANCOUVER CANUCKS,L,3906,0.00189,1,6.13281E-05,0.53
COLIN GREENING,OTTAWA SENATORS,C,4112,0.00261,1,4.76695E-05,0.53
DAVID STECKEL,ANAHEIM DUCKS,C,1584,0.0027,2,0.000137669,0.53
JUSTIN BRAUN,SAN JOSE SHARKS,D,4694,-0.00191,1,4.91815E-05,0.53
KEVIN CONNAUTON,DALLAS STARS,D,778,-0.00163,1,0.000329181,0.53
TYE MCGINN,PHILADELPHIA FLYERS,L,989,0.00206,1,0.000231328,0.53
DREW SHORE,FLORIDA PANTHERS,C,2720,0.00261,2,4.76695E-05,0.52
DYLAN OLSEN,FLORIDA PANTHERS,D,640,-0.00173,1,0.000229181,0.52
FRANS NIELSEN,NEW YORK ISLANDERS,C,5243,0.00259,1,2.76695E-05,0.52
JOCHEN HECHT,BUFFALO SABRES,C,2166,0.00262,1,5.76695E-05,0.52
MARC-ANDRE CLICHE,COLORADO AVALANCHE,R,1148,0.00216,1,0.000106906,0.52
MARCEL GOC,FLORIDA PANTHERS,C,5164,0.00259,1,2.76695E-05,0.52
PIERRE-CEDRIC LABRIE,TAMPA BAY LIGHTNING,L,689,0.0021,1,0.000271328,0.52
ROMAN HAMRLIK,NEW YORK RANGERS,D,552,-0.00174,2,0.000219181,0.52
TYSON STRACHAN,WASHINGTON CAPITALS,D,2367,-0.00188,2,7.91815E-05,0.52
CLARKE MACARTHUR,OTTAWA SENATORS,L,4032,0.00184,2,1.13281E-05,0.51
DANIEL BRIERE,MONTREAL CANADIENS,C,1153,0.00266,1,9.76695E-05,0.51
KASPARS DAUGAVINS,BOSTON BRUINS,L,924,0.00192,2,9.13281E-05,0.51
MAGNUS PAAJARVI,ST. LOUIS BLUES,L,2367,0.00187,2,4.13281E-05,0.51
MANNY MALHOTRA,CAROLINA HURRICANES,C,1889,0.0026,2,3.76695E-05,0.51
RASMUS RISTOLAINEN,BUFFALO SABRES,D,595,-0.00182,1,0.000139181,0.51
STEPHANE DA COSTA,OTTAWA SENATORS,C,606,0.00263,1,6.76695E-05,0.51
TOMAS PLEKANEC,MONTREAL CANADIENS,C,6388,0.00258,1,1.76695E-05,0.51
DEVANTE SMITH-PELLY,ANAHEIM DUCKS,R,645,0.00201,1,-4.30935E-05,0.5
JASON POMINVILLE,MINNESOTA WILD,R,4575,0.00206,2,6.90647E-06,0.5
JOHAN LARSSON,BUFFALO SABRES,L,752,0.00187,2,4.13281E-05,0.5
KYLE CHIPCHURA,PHOENIX COYOTES,C,2841,0.00257,1,7.66949E-06,0.5
LARS ELLER,MONTREAL CANADIENS,C,5246,0.00256,1,-2.33051E-06,0.5
LUKE GLENDENING,DETROIT RED WINGS,C,879,0.00253,1,-3.23305E-05,0.5
MARCO SCANDELLA,MINNESOTA WILD,D,1960,-0.00196,1,-8.18505E-07,0.5
SCOTT HARTNELL,PHILADELPHIA FLYERS,L,3024,0.00183,1,1.32813E-06,0.5
DMITRY ORLOV,WASHINGTON CAPITALS,D,1124,-0.00204,1,-8.08185E-05,0.49
TOMAS VINCOUR,COLORADO AVALANCHE,C,535,0.00247,2,-9.23305E-05,0.49
BRETT CONNOLLY,TAMPA BAY LIGHTNING,R,516,0.00172,1,-0.000333094,0.48
GUILLAUME LATENDRESSE,OTTAWA SENATORS,L,1157,0.00169,1,-0.000138672,0.48
JORDAN CARON,BOSTON BRUINS,R,1135,0.0019,1,-0.000153094,0.48
BOBBY BUTLER,NASHVILLE PREDATORS,R,1050,0.00184,2,-0.000213094,0.47
MARTY HAVLAT,SAN JOSE SHARKS,R,859,0.00174,1,-0.000313094,0.47
RYAN WILSON,COLORADO AVALANCHE,D,1358,-0.00211,1,-0.000150819,0.47
TONI LYDMAN,ANAHEIM DUCKS,D,2048,-0.00209,1,-0.000130819,0.47
JOSH GORGES,MONTREAL CANADIENS,D,5225,-0.00202,1,-6.08185E-05,0.46
KRIS VERSTEEG,CHICAGO BLACKHAWKS,R,1937,0.00189,2,-0.000163094,0.46
PETER HARROLD,NEW JERSEY DEVILS,D,1700,-0.00215,1,-0.000190819,0.46
JARED COWEN,OTTAWA SENATORS,D,2577,-0.0021,1,-0.000140819,0.45
MARK BARBERIO,TAMPA BAY LIGHTNING,D,915,-0.00237,1,-0.000410819,0.45
RYAN MALONE,TAMPA BAY LIGHTNING,L,1956,0.00162,1,-0.000208672,0.45
ALEXANDER BURMISTROV,WINNIPEG JETS,C,2393,0.00237,1,-0.000192331,0.44
CARLO COLAIACOVO,ST. LOUIS BLUES,D,590,-0.00281,2,-0.000850819,0.44
DEREK SMITH,CALGARY FLAMES,D,1069,-0.00236,1,-0.000400819,0.44
ERIC TANGRADI,WINNIPEG JETS,C,2079,0.00233,2,-0.000232331,0.44
MIKE LUNDIN,OTTAWA SENATORS,D,576,-0.00279,1,-0.000830819,0.44
RYAN STROME,NEW YORK ISLANDERS,C,597,0.00174,1,-0.000822331,0.44
BRETT BELLEMORE,CAROLINA HURRICANES,D,1865,-0.00225,1,-0.000290819,0.43
DAVID SAVARD,COLUMBUS BLUE JACKETS,D,1671,-0.00229,1,-0.000330819,0.43
JEREMY WELSH,VANCOUVER CANUCKS,C,533,0.00161,2,-0.000952331,0.43
RYAN GARBUTT,DALLAS STARS,C,2432,0.00234,2,-0.000222331,0.43
SEAN BERGENHEIM,FLORIDA PANTHERS,L,961,0.00126,1,-0.000568672,0.43
YANNICK WEBER,VANCOUVER CANUCKS,D,786,-0.00264,2,-0.000680819,0.43
ANTON LANDER,EDMONTON OILERS,C,895,0.00183,2,-0.000732331,0.42
CARL SODERBERG,BOSTON BRUINS,C,1454,0.00215,1,-0.000412331,0.42
JAY MCCLEMENT,TORONTO MAPLE LEAFS,C,5411,0.00245,1,-0.000112331,0.42
MATT NIETO,SAN JOSE SHARKS,L,576,0.00074,1,-0.001088672,0.42
MICHAEL FROLIK,WINNIPEG JETS,R,3284,0.00187,2,-0.000183094,0.42
NATHAN MACKINNON,COLORADO AVALANCHE,C,1919,0.00223,1,-0.000332331,0.42
ROMAN HORAK,EDMONTON OILERS,L,1073,0.00125,3,-0.000578672,0.42
TRAVIS HAMONIC,NEW YORK ISLANDERS,D,5846,-0.00206,1,-0.000100819,0.42
ARTEM ANISIMOV,COLUMBUS BLUE JACKETS,C,3862,0.00239,1,-0.000172331,0.41
CHRIS CONNER,PITTSBURGH PENGUINS,R,1054,0.00136,2,-0.000693094,0.41
TYLER JOHNSON,TAMPA BAY LIGHTNING,C,2893,0.00233,2,-0.000232331,0.41
ALEX CHIASSON,DALLAS STARS,R,1998,0.00166,1,-0.000393094,0.4
BLAIR JONES,CALGARY FLAMES,C,1042,0.00183,1,-0.000732331,0.4
CHRIS NEIL,OTTAWA SENATORS,R,3563,0.00184,1,-0.000213094,0.4
JAMES SHEPPARD,SAN JOSE SHARKS,C,2353,0.00221,1,-0.000352331,0.39
JOEY CRABB,FLORIDA PANTHERS,R,819,0.00098,2,-0.001073094,0.39
OLIVER LAURIDSEN,PHILADELPHIA FLYERS,D,715,-0.00315,1,-0.001190819,0.39
TREVOR DALEY,DALLAS STARS,D,4323,-0.00215,1,-0.000190819,0.39
BEN EAGER,EDMONTON OILERS,L,659,0.00036,1,-0.001468672,0.38
COREY TROPP,COLUMBUS BLUE JACKETS,R,626,0.00055,2,-0.001503094,0.38
JARRET STOLL,LOS ANGELES KINGS,C,5425,0.00239,1,-0.000172331,0.38
MATT FRASER,BOSTON BRUINS,R,719,0.00079,2,-0.001263094,0.38
MAXWELL REINHART,CALGARY FLAMES,C,550,0.00094,1,-0.001622331,0.38
MIKAEL GRANLUND,MINNESOTA WILD,C,2813,0.00224,1,-0.000322331,0.38
SERGEI KOSTITSYN,NASHVILLE PREDATORS,L,2110,0.0014,1,-0.000428672,0.38
ADAM HALL,PHILADELPHIA FLYERS,R,2510,0.00164,3,-0.000413094,0.37
BRIAN STRAIT,NEW YORK ISLANDERS,D,1891,-0.00249,1,-0.000530819,0.37
PATRICK DWYER,CAROLINA HURRICANES,R,3906,0.0018,1,-0.000253094,0.37
PHILIP LARSEN,EDMONTON OILERS,D,2185,-0.00242,2,-0.000460819,0.37
ZEMGUS GIRGENSONS,BUFFALO SABRES,C,1375,0.00185,1,-0.000712331,0.37
ED JOVANOVSKI,FLORIDA PANTHERS,D,514,-0.00405,1,-0.002090819,0.36
JOE COLBORNE,CALGARY FLAMES,C,1886,0.00199,2,-0.000572331,0.36
NICK FOLIGNO,COLUMBUS BLUE JACKETS,L,3338,0.00151,1,-0.000318672,0.36
RILEY NASH,CAROLINA HURRICANES,C,2802,0.00217,1,-0.000392331,0.36
ROMAN CERVENKA,CALGARY FLAMES,C,1570,0.00185,1,-0.000712331,0.36
TODD BERTUZZI,DETROIT RED WINGS,R,1545,0.00135,1,-0.000703094,0.36
ALEX PETROVIC,FLORIDA PANTHERS,D,530,-0.00415,1,-0.002190819,0.35
MARCUS JOHANSSON,WASHINGTON CAPITALS,C,3627,0.00224,1,-0.000322331,0.35
MATT KASSIAN,OTTAWA SENATORS,L,570,-0.00016,1,-0.001988672,0.35
PAUL BYRON,CALGARY FLAMES,C,703,0.0009,1,-0.001662331,0.35
VINCENT LECAVALIER,PHILADELPHIA FLYERS,C,4079,0.00227,2,-0.000292331,0.35
ZACH SILL,PITTSBURGH PENGUINS,C,592,0.00066,1,-0.001902331,0.35
NATE GUENIN,COLORADO AVALANCHE,D,1485,-0.0028,1,-0.000840819,0.34
NATE SCHMIDT,WASHINGTON CAPITALS,D,1156,-0.00306,1,-0.001100819,0.34
ZACH BOYCHUK,CAROLINA HURRICANES,L,672,0.00003,4,-0.001798672,0.34
BRENDEN DILLON,DALLAS STARS,D,5586,-0.0022,1,-0.000240819,0.33
JEAN-GABRIEL PAGEAU,OTTAWA SENATORS,C,1017,0.00127,1,-0.001292331,0.33
JONI PITKANEN,CAROLINA HURRICANES,D,1586,-0.00279,1,-0.000830819,0.33
LINDEN VEY,LOS ANGELES KINGS,R,522,-0.00047,1,-0.002523094,0.33
COLBY ARMSTRONG,MONTREAL CANADIENS,R,1217,0.00093,1,-0.001123094,0.32
JIMMY HAYES,FLORIDA PANTHERS,R,1061,0.00075,3,-0.001303094,0.32
RADEK MARTINEK,NEW YORK ISLANDERS,D,1113,-0.00318,1,-0.001220819,0.32
BEN SMITH,CHICAGO BLACKHAWKS,R,1163,0.00076,1,-0.001293094,0.31
JAY PANDOLFO,BOSTON BRUINS,L,515,-0.00103,1,-0.002858672,0.31
NICK BONINO,ANAHEIM DUCKS,C,4049,0.0022,1,-0.000362331,0.31
RENE BOURQUE,MONTREAL CANADIENS,R,2661,0.00151,1,-0.000543094,0.31
CONNOR MURPHY,PHOENIX COYOTES,D,910,-0.00363,1,-0.001670819,0.3
EMERSON ETEM,ANAHEIM DUCKS,R,2248,0.00137,1,-0.000683094,0.3
MARTY REASONER,NEW YORK ISLANDERS,C,1324,0.00138,1,-0.001182331,0.3
MICHAL ROZSIVAL,CHICAGO BLACKHAWKS,D,2318,-0.00263,1,-0.000670819,0.3
RADEK DVORAK,CAROLINA HURRICANES,R,1405,0.00096,2,-0.001093094,0.3
TIM WALLACE,CAROLINA HURRICANES,R,854,0.0002,1,-0.001853094,0.3
ANTON VOLCHENKOV,NEW JERSEY DEVILS,D,2712,-0.00257,1,-0.000610819,0.29
BRAD RICHARDSON,VANCOUVER CANUCKS,R,2601,0.00144,2,-0.000613094,0.29
DEREK GRANT,OTTAWA SENATORS,C,771,0.0005,1,-0.002062331,0.29
JUSTIN FONTAINE,MINNESOTA WILD,R,1031,0.0005,1,-0.001553094,0.29
TREVOR SMITH,TORONTO MAPLE LEAFS,C,902,0.00074,1,-0.001822331,0.29
JACK HILLEN,WASHINGTON CAPITALS,D,1304,-0.00329,1,-0.001330819,0.28
MATT HALISCHUK,WINNIPEG JETS,R,1915,0.00115,2,-0.000903094,0.28
ADAM HENRIQUE,NEW JERSEY DEVILS,C,4628,0.00218,1,-0.000382331,0.27
ARRON ASHAM,NEW YORK RANGERS,R,748,-0.00035,1,-0.002403094,0.27
BRAD MALONE,COLORADO AVALANCHE,C,677,-0.00012,1,-0.002682331,0.27
AARON NESS,NEW YORK ISLANDERS,D,736,-0.00448,1,-0.002520819,0.26
ANTHONY PELUSO,WINNIPEG JETS,R,537,-0.00135,1,-0.003403094,0.26
ANDREJ SEKERA,CAROLINA HURRICANES,D,4548,-0.00239,2,-0.000430819,0.25
JAMIE OLEKSIAK,DALLAS STARS,D,1042,-0.00385,2,-0.001890819,0.25
MICHAEL BOURNIVAL,MONTREAL CANADIENS,L,913,-0.00032,1,-0.002148672,0.25
BOONE JENNER,COLUMBUS BLUE JACKETS,C,1109,0.00072,1,-0.001842331,0.24
CAM ATKINSON,COLUMBUS BLUE JACKETS,R,2986,0.00138,1,-0.000673094,0.24
MAXIME TALBOT,COLORADO AVALANCHE,C,3684,0.00202,2,-0.000542331,0.24
OLLI MAATTA,PITTSBURGH PENGUINS,D,1718,-0.00315,1,-0.001190819,0.24
TOM WANDELL,DALLAS STARS,C,520,-0.0013,1,-0.003862331,0.24
AARON VOLPATTI,WASHINGTON CAPITALS,L,1678,0.00057,2,-0.001258672,0.23
BLAKE COMEAU,COLUMBUS BLUE JACKETS,L,3032,0.00113,2,-0.000698672,0.23
BRANDON PIRRI,CHICAGO BLACKHAWKS,C,833,0.00003,1,-0.002532331,0.23
CHRIS STEWART,ST. LOUIS BLUES,R,3347,0.00143,1,-0.000623094,0.23
DAVID ULLSTROM,NEW YORK ISLANDERS,L,577,-0.00182,1,-0.003648672,0.23
DEREK MEECH,WINNIPEG JETS,D,832,-0.00451,1,-0.002550819,0.23
ERIK CONDRA,OTTAWA SENATORS,R,3205,0.00141,1,-0.000643094,0.23
MICHAEL GRABNER,NEW YORK ISLANDERS,R,3333,0.00142,1,-0.000633094,0.23
KRYS BARCH,FLORIDA PANTHERS,R,523,-0.00217,1,-0.004223094,0.22
MASON RAYMOND,TORONTO MAPLE LEAFS,L,4414,0.00133,2,-0.000498672,0.22
MATT FRATTIN,LOS ANGELES KINGS,R,2129,0.00102,2,-0.001033094,0.22
ZAC DALPE,VANCOUVER CANUCKS,C,1075,0.00051,2,-0.002052331,0.22
BRANDON DUBINSKY,COLUMBUS BLUE JACKETS,C,3706,0.00195,1,-0.000612331,0.21
DAVE DZIURZYNSKI,OTTAWA SENATORS,L,584,-0.00207,1,-0.003898672,0.21
FILIP KUBA,FLORIDA PANTHERS,D,2785,-0.00276,1,-0.000800819,0.21
MARTIN ST LOUIS,TAMPA BAY LIGHTNING,R,3461,0.0014,1,-0.000653094,0.21
CHRIS MUELLER,DALLAS STARS,C,798,-0.0004,2,-0.002962331,0.2
ELIAS LINDHOLM,CAROLINA HURRICANES,C,825,-0.00036,1,-0.002922331,0.19
JEFF PETRY,EDMONTON OILERS,D,5731,-0.00238,1,-0.000420819,0.19
MATT BARTKOWSKI,BOSTON BRUINS,D,1894,-0.00323,1,-0.001270819,0.19
CHUCK KOBASEW,PITTSBURGH PENGUINS,R,1949,0.00076,2,-0.001293094,0.18
SEAN MONAHAN,CALGARY FLAMES,C,1737,0.00115,1,-0.001412331,0.18
DUSTIN JEFFREY,DALLAS STARS,C,1314,0.00063,3,-0.001932331,0.17
LANCE BOUMA,CALGARY FLAMES,L,1180,-0.00035,1,-0.002178672,0.17
LEE STEMPNIAK,CALGARY FLAMES,R,4034,0.00142,1,-0.000633094,0.17
PATRICK EAVES,DETROIT RED WINGS,R,1445,0.00029,1,-0.001763094,0.17
COLTON GILLIES,COLUMBUS BLUE JACKETS,C,678,-0.00132,1,-0.003882331,0.16
GEORGE PARROS,MONTREAL CANADIENS,R,1018,-0.00053,2,-0.002583094,0.16
KYLE CLIFFORD,LOS ANGELES KINGS,L,2848,0.0009,1,-0.000928672,0.16
BRANDON YIP,PHOENIX COYOTES,R,1262,-0.00009,2,-0.002143094,0.15
DAINIUS ZUBRUS,NEW JERSEY DEVILS,C,2664,0.00154,1,-0.001022331,0.15
STEPHEN WEISS,DETROIT RED WINGS,C,2202,0.00134,2,-0.001222331,0.15
ADAM PARDY,WINNIPEG JETS,D,1633,-0.00371,2,-0.001750819,0.13
ALEXANDER URBOM,WASHINGTON CAPITALS,D,748,-0.0058,2,-0.003840819,0.13
JIRI TLUSTY,CAROLINA HURRICANES,C,4096,0.00186,1,-0.000702331,0.13
MARK EATON,PITTSBURGH PENGUINS,D,1030,-0.00474,1,-0.002780819,0.13
PAUL BISSONNETTE,PHOENIX COYOTES,L,881,-0.00147,1,-0.003298672,0.13
CODY MCCORMICK,BUFFALO SABRES,C,759,-0.00127,1,-0.003832331,0.12
TOM POTI,WASHINGTON CAPITALS,D,849,-0.00546,1,-0.003500819,0.12
ANTTI MIETTINEN,WINNIPEG JETS,R,922,-0.0012,1,-0.003253094,0.11
ERIC BOULTON,NEW YORK ISLANDERS,L,529,-0.00386,1,-0.005688672,0.11
JOHN MOORE,NEW YORK RANGERS,D,2848,-0.00301,2,-0.001050819,0.11
KEVIN KLEIN,NASHVILLE PREDATORS,D,4356,-0.00266,1,-0.000700819,0.11
MIKE BROWN,SAN JOSE SHARKS,R,1717,0.00023,3,-0.001823094,0.1
BOYD GORDON,EDMONTON OILERS,C,4929,0.00192,2,-0.000642331,0.09
DERYK ENGELLAND,PITTSBURGH PENGUINS,D,2844,-0.00307,1,-0.001110819,0.09
JAY ROSEHILL,PHILADELPHIA FLYERS,L,568,-0.00379,1,-0.005618672,0.09
LEO KOMAROV,TORONTO MAPLE LEAFS,C,2164,0.00111,1,-0.001452331,0.09
CHRIS KREIDER,NEW YORK RANGERS,C,2295,0.00114,1,-0.001422331,0.08
PATRICK KALETA,BUFFALO SABRES,R,1161,-0.00074,1,-0.002793094,0.08
ROBERT BORTUZZO,PITTSBURGH PENGUINS,D,1616,-0.00399,1,-0.002030819,0.08
DREW STAFFORD,BUFFALO SABRES,R,3652,0.00113,1,-0.000923094,0.07
JOFFREY LUPUL,TORONTO MAPLE LEAFS,R,2865,0.0009,1,-0.001153094,0.07
BRANDON BOLLIG,CHICAGO BLACKHAWKS,L,1644,-0.00026,1,-0.002088672,0.06
DENNIS SEIDENBERG,BOSTON BRUINS,D,4906,-0.00266,1,-0.000700819,0.06
JUSTIN SCHULTZ,EDMONTON OILERS,D,5257,-0.00261,1,-0.000650819,0.06
SCOTT NICHOL,ST. LOUIS BLUES,C,935,-0.00108,1,-0.003642331,0.06
STEVE OTT,BUFFALO SABRES,C,5042,0.00189,1,-0.000672331,0.06
TOM WILSON,WASHINGTON CAPITALS,R,888,-0.00183,1,-0.003883094,0.06
ZACK SMITH,OTTAWA SENATORS,C,5662,0.00196,1,-0.000602331,0.06
CHRIS PORTER,ST. LOUIS BLUES,L,1211,-0.00104,1,-0.002868672,0.05
DANA TYRELL,TAMPA BAY LIGHTNING,C,799,-0.00181,1,-0.004372331,0.05
DANIEL CARCILLO,NEW YORK RANGERS,L,1408,-0.00065,3,-0.002478672,0.05
JASON SPEZZA,OTTAWA SENATORS,C,2969,0.00139,1,-0.001172331,0.05
